Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,SEC Form 4 Link,Insider_id
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",Feb 02,Sale,400.0,2599.0,1039600.0,26977.0,Feb 03 04:39 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000031/xslF345X03/wf-form4_167546034134151.xml,1597445
Belsky Scott,"EVP, CPO, Creative Cloud",Jan 25,Sale,355.42,2906.0,1032851.0,26475.0,Jan 26 04:59 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000015/xslF345X03/wf-form4_167477037936207.xml,1674730
Garfield Mark S.,SVP & CAO,Jan 25,Sale,355.42,209.0,74283.0,3479.0,Jan 26 05:01 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000022/xslF345X03/wf-form4_167477049280530.xml,1602315
Belsky Scott,"EVP, CPO, Creative Cloud",Jan 24,Option Exercise,0.0,10653.0,0.0,30721.0,Jan 26 04:59 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000015/xslF345X03/wf-form4_167477037936207.xml,1674730
Chakravarthy Anil,"President, DX",Jan 24,Option Exercise,0.0,12107.0,0.0,27999.0,Jan 26 04:59 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000016/xslF345X03/wf-form4_167477038289585.xml,1584805
NARAYEN SHANTANU,Chairman and CEO,Jan 24,Option Exercise,0.0,51972.0,0.0,450180.0,Jan 26 05:04 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000027/xslF345X03/wf-form4_167477064527458.xml,1224154
Garfield Mark S.,SVP & CAO,Jan 24,Option Exercise,0.0,864.0,0.0,3868.0,Jan 26 05:01 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000022/xslF345X03/wf-form4_167477049280530.xml,1602315
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",Jan 24,Option Exercise,0.0,8718.0,0.0,30417.0,Jan 26 05:02 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000023/xslF345X03/wf-form4_167477050482649.xml,1597445
Chen Gloria,"EVP, Chief People Officer",Jan 24,Option Exercise,0.0,5851.0,0.0,22934.0,Jan 26 05:00 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000017/xslF345X03/wf-form4_167477039135083.xml,1795424
Wadhwani David,"President, Digital Media",Jan 24,Option Exercise,0.0,2424.0,0.0,8523.0,Jan 26 05:04 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000029/xslF345X03/wf-form4_167477065610864.xml,1494665
Rao Dana,"EVP, Gen. Counsel & Secretary",Jan 24,Option Exercise,0.0,7573.0,0.0,19892.0,Jan 26 05:04 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000028/xslF345X03/wf-form4_167477065014826.xml,1744048
Durn Daniel,EVP & CFO,Jan 24,Option Exercise,0.0,2424.0,0.0,13201.0,Jan 26 05:01 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000021/xslF345X03/wf-form4_167477048672272.xml,1610062
NARAYEN SHANTANU,Chairman and CEO,Jan 20,Sale,346.61,15000.0,5199152.0,408866.0,Jan 23 06:29 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000009/xslF345X03/wf-form4_167451655599820.xml,1224154
WARNOCK JOHN E,Director,Jan 12,Sale,341.91,3000.0,1025719.0,380465.0,Jan 12 06:04 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000004/xslF345X03/wf-form4_167356464731062.xml,1032856
Chakravarthy Anil,"President, DX",Jan 09,Option Exercise,0.0,11019.0,0.0,24405.0,Jan 10 04:33 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634323000002/xslF345X03/wf-form4_167338636267058.xml,1584805
Rao Dana,"EVP, Gen. Counsel & Secretary",Dec 20,Sale,336.93,5018.0,1690715.0,14832.0,Dec 20 04:55 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000233/xslF345X03/wf-form4_167157331673609.xml,1744048
Garfield Mark S.,SVP & CAO,Dec 19,Sale,338.0,132.0,44616.0,3271.0,Dec 20 04:55 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000232/xslF345X03/wf-form4_167157330614443.xml,1602315
Garfield Mark S.,SVP & CAO,Dec 15,Option Exercise,0.0,521.0,0.0,3630.0,Dec 15 07:39 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000229/xslF345X03/wf-form4_167115114976258.xml,1602315
Wadhwani David,"President, Digital Media",Dec 14,Option Exercise,0.0,1933.0,0.0,7057.0,Dec 15 07:39 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000228/xslF345X03/wf-form4_167115112208190.xml,1494665
Garfield Mark S.,SVP & CAO,Dec 06,Sale,334.09,474.0,158359.0,3139.0,Dec 06 04:35 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000223/xslF345X03/wf-form4_167036251772241.xml,1602315
Garfield Mark S.,SVP & CAO,Dec 03,Option Exercise,0.0,1878.0,0.0,4544.0,Dec 06 04:35 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000223/xslF345X03/wf-form4_167036251772241.xml,1602315
Chen Gloria,"EVP, Chief People Officer",Nov 30,Option Exercise,0.0,224.0,0.0,18856.0,Dec 01 07:01 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000221/xslF345X03/wf-form4_166993928045893.xml,1795424
Durn Daniel,EVP & CFO,Nov 15,Option Exercise,0.0,3837.0,0.0,12785.0,Nov 16 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000218/xslF345X03/wf-form4_166863714852408.xml,1610062
WARNOCK JOHN E,Director,Oct 25,Sale,319.6,17000.0,5433254.0,383465.0,Oct 26 05:49 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000216/xslF345X03/wf-form4_166682095697960.xml,1032856
Belsky Scott,"EVP, CPO, Creative Cloud",Oct 25,Sale,319.12,2711.0,865134.0,24217.0,Oct 26 05:47 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000209/xslF345X03/wf-form4_166682080511887.xml,1674730
Chen Gloria,"EVP, Chief People Officer",Oct 24,Option Exercise,0.0,975.0,0.0,18831.0,Oct 26 05:47 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000211/xslF345X03/wf-form4_166682084469289.xml,1795424
Garfield Mark S.,"SVP, CAO & Corp. Controller",Oct 24,Option Exercise,0.0,136.0,0.0,2715.0,Oct 26 05:48 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000212/xslF345X03/wf-form4_166682085632567.xml,1602315
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",Oct 24,Option Exercise,0.0,1571.0,0.0,24989.0,Oct 26 05:48 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000213/xslF345X03/wf-form4_166682091241945.xml,1597445
NARAYEN SHANTANU,Chairman and CEO,Oct 24,Option Exercise,0.0,5642.0,0.0,424514.0,Oct 26 05:48 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000214/xslF345X03/wf-form4_166682091848694.xml,1224154
Rao Dana,"EVP, Gen. Counsel & Secretary",Oct 24,Option Exercise,0.0,1334.0,0.0,20032.0,Oct 26 05:49 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000215/xslF345X03/wf-form4_166682095089306.xml,1744048
Belsky Scott,"EVP, CPO, Creative Cloud",Oct 24,Option Exercise,0.0,1873.0,0.0,27187.0,Oct 26 05:47 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000209/xslF345X03/wf-form4_166682080511887.xml,1674730
Chakravarthy Anil,"President, DX",Oct 24,Option Exercise,0.0,603.0,0.0,13684.0,Oct 26 05:47 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000210/xslF345X03/wf-form4_166682081146339.xml,1584805
WARNOCK JOHN E,Director,Oct 10,Sale,286.11,3500.0,1001386.0,400465.0,Oct 11 04:37 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000200/xslF345X03/wf-form4_166552062062060.xml,1032856
WARNOCK JOHN E,Director,Oct 04,Sale,292.92,1200.0,351508.0,403965.0,Oct 05 04:34 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000198/xslF345X03/wf-form4_166500207156589.xml,1032856
Ricks David A,Director,Sep 27,Buy,280.56,1200.0,336672.0,5139.0,Sep 27 07:28 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000194/xslF345X03/wf-form4_166432130478797.xml,1538604
Durn Daniel,EVP & CFO,Sep 22,Buy,288.11,3250.0,936358.0,8948.0,Sep 23 08:13 AM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000191/xslF345X03/wf-form4_166393516944444.xml,1610062
Garfield Mark S.,"SVP, CAO & Corp. Controller",Sep 19,Sale,294.54,132.0,38879.0,2596.0,Sep 20 05:43 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000189/xslF345X03/wf-form4_166371019807410.xml,1602315
Garfield Mark S.,"SVP, CAO & Corp. Controller",Sep 15,Option Exercise,0.0,520.0,0.0,2955.0,Sep 16 05:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000187/xslF345X03/wf-form4_166336228586200.xml,1602315
Wadhwani David,"President, Digital Media",Sep 14,Option Exercise,0.0,1932.0,0.0,6081.0,Sep 16 05:04 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000186/xslF345X03/wf-form4_166336227551454.xml,1494665
Chen Gloria,"EVP, Chief People Officer",Aug 30,Option Exercise,0.0,224.0,0.0,18250.0,Aug 31 04:32 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000179/xslF345X03/wf-form4_166197791884425.xml,1795424
Durn Daniel,EVP & CFO,Aug 15,Option Exercise,0.0,3836.0,0.0,7706.0,Aug 16 05:55 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000177/xslF345X03/wf-form4_166068693297483.xml,1610062
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",Jul 28,Sale,400.0,794.0,317600.0,23988.0,Jul 28 05:55 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000175/xslF345X03/wf-form4_165904529597021.xml,1597445
Belsky Scott,"EVP, CPO, Creative Cloud",Jul 26,Sale,393.58,2711.0,1066995.0,26089.0,Jul 28 05:54 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000174/xslF345X03/wf-form4_165904527016485.xml,1674730
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",Jul 24,Option Exercise,0.0,1572.0,0.0,25589.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000169/xslF345X03/wf-form4_165887034498935.xml,1597445
NARAYEN SHANTANU,Chairman and CEO,Jul 24,Option Exercise,0.0,5642.0,0.0,421669.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000170/xslF345X03/wf-form4_165887035140571.xml,1224154
Rao Dana,"EVP, Gen. Counsel & Secretary",Jul 24,Option Exercise,0.0,1334.0,0.0,19358.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000171/xslF345X03/wf-form4_165887035655861.xml,1744048
Belsky Scott,"EVP, CPO, Creative Cloud",Jul 24,Option Exercise,0.0,1874.0,0.0,29059.0,Jul 26 05:18 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000165/xslF345X03/wf-form4_165887030440447.xml,1674730
Chakravarthy Anil,"President, DX",Jul 24,Option Exercise,0.0,603.0,0.0,13379.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000166/xslF345X03/wf-form4_165887032717285.xml,1584805
Chen Gloria,"EVP, Chief People Officer",Jul 24,Option Exercise,0.0,975.0,0.0,18225.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000167/xslF345X03/wf-form4_165887033299048.xml,1795424
Garfield Mark S.,"SVP, CAO & Corp. Controller",Jul 24,Option Exercise,0.0,137.0,0.0,2647.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000168/xslF345X03/wf-form4_165887033908309.xml,1602315
Garfield Mark S.,"SVP, CAO & Corp. Controller",Jul 22,Sale,409.75,132.0,54087.0,2465.0,Jul 26 05:19 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000168/xslF345X03/wf-form4_165887033908309.xml,1602315
Garfield Mark S.,"SVP, CAO & Corp. Controller",Jun 15,Option Exercise,0.0,519.0,0.0,2703.0,Jun 16 04:33 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000152/xslF345X03/wf-form4_165541158100820.xml,1602315
Wadhwani David,"President, Digital Media",Jun 14,Option Exercise,0.0,7732.0,0.0,7732.0,Jun 16 04:31 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000151/xslF345X03/wf-form4_165541144234423.xml,1494665
Chen Gloria,"EVP, Chief People Officer",May 30,Option Exercise,0.0,224.0,0.0,17593.0,May 31 06:54 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000145/xslF345X03/wf-form4_165403762822278.xml,1795424
Durn Daniel,EVP & CFO,May 15,Option Exercise,0.0,3837.0,0.0,5772.0,May 16 05:50 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000143/xslF345X03/wf-form4_165273781497946.xml,1610062
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",May 02,Sale,400.0,793.0,317200.0,24544.0,May 03 04:18 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000141/xslF345X03/wf-form4_165160911156374.xml,1597445
WARNOCK JOHN E,Director,Apr 26,Sale,404.3,5000.0,2021514.0,405165.0,Apr 26 06:10 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000132/xslF345X03/wf-form4_165101100401746.xml,1032856
Belsky Scott,"EVP, CPO, Creative Cloud",Apr 25,Sale,410.18,2710.0,1111588.0,27917.0,Apr 26 06:10 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000133/xslF345X03/wf-form4_165101100832005.xml,1674730
Lewnes Ann,"EVP, CMO, Corp Strategy & Dev",Apr 24,Option Exercise,0.0,1570.0,0.0,26672.0,Apr 26 06:14 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000137/xslF345X03/wf-form4_165101102551824.xml,1597445
NARAYEN SHANTANU,Chairman and CEO,Apr 24,Option Exercise,0.0,5640.0,0.0,418823.0,Apr 26 06:14 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000138/xslF345X03/wf-form4_165101102946780.xml,1224154
Garfield Mark S.,"SVP, CAO & Corp. Controller",Apr 24,Option Exercise,0.0,136.0,0.0,2263.0,Apr 26 06:11 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000135/xslF345X03/wf-form4_165101102194453.xml,1602315
Chen Gloria,"EVP, Chief People Officer",Apr 24,Option Exercise,0.0,974.0,0.0,17568.0,Apr 26 06:11 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000136/xslF345X03/wf-form4_165101101799401.xml,1795424
Rao Dana,"EVP, Gen. Counsel & Secretary",Apr 24,Option Exercise,0.0,1335.0,0.0,18633.0,Apr 26 06:12 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000139/xslF345X03/wf-form4_165101103313275.xml,1744048
Belsky Scott,"EVP, CPO, Creative Cloud",Apr 24,Option Exercise,0.0,1872.0,0.0,30886.0,Apr 26 06:10 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000133/xslF345X03/wf-form4_165101100832005.xml,1674730
Chakravarthy Anil,"President, DX",Apr 24,Option Exercise,0.0,603.0,0.0,13017.0,Apr 26 06:11 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000134/xslF345X03/wf-form4_165101101256785.xml,1584805
WARNOCK JOHN E,Director,Apr 14,Option Exercise,0.0,615.0,0.0,19497.0,Apr 18 07:06 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000121/xslF345X03/wf-form4_165032314642558.xml,1032856
Banse Amy,Director,Apr 14,Option Exercise,0.0,615.0,0.0,32027.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000111/xslF345X03/wf-form4_165032310301184.xml,1550029
Biggs M. Brett,Director,Apr 14,Option Exercise,0.0,137.0,0.0,137.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000112/xslF345X03/wf-form4_165032310781327.xml,1662848
Boulden Melanie,Director,Apr 14,Option Exercise,0.0,615.0,0.0,924.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000113/xslF345X03/wf-form4_165032311171524.xml,1827230
CALDERONI FRANK,Director,Apr 14,Option Exercise,0.0,615.0,0.0,29676.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000114/xslF345X03/wf-form4_165032311646427.xml,1249051
Desmond Laura,Director,Apr 14,Option Exercise,0.0,615.0,0.0,29594.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000115/xslF345X03/wf-form4_165032312044654.xml,1550028
Neumann Spencer Adam,Director,Apr 14,Option Exercise,0.0,137.0,0.0,137.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000116/xslF345X03/wf-form4_165032312517834.xml,1543133
Oberg Kathleen K.,Director,Apr 14,Option Exercise,0.0,615.0,0.0,2209.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000117/xslF345X03/wf-form4_165032312941180.xml,1662448
Pandey Dheeraj,Director,Apr 14,Option Exercise,0.0,615.0,0.0,2879.0,Apr 18 07:05 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000118/xslF345X03/wf-form4_165032313334298.xml,1685495
Ricks David A,Director,Apr 14,Option Exercise,0.0,615.0,0.0,3939.0,Apr 18 07:06 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000119/xslF345X03/wf-form4_165032313749601.xml,1538604
ROSENSWEIG DANIEL,Director,Apr 14,Option Exercise,0.0,615.0,0.0,2865.0,Apr 18 07:06 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000120/xslF345X03/wf-form4_165032314218982.xml,1234658
WARNOCK JOHN E,Director,Apr 14,Sale,432.03,615.0,265695.0,410165.0,Apr 18 07:06 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000121/xslF345X03/wf-form4_165032314642558.xml,1032856
Belsky Scott,"EVP, CPO, Creative Cloud",Mar 25,Sale,435.44,2750.0,1197460.0,29789.0,Mar 28 04:41 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000090/xslF345X03/wf-form4_164849981713165.xml,1674730
Garfield Mark S.,"SVP, CAO & Corp. Controller",Mar 24,Sale,425.79,463.0,197141.0,2144.0,Mar 28 04:38 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000091/xslF345X03/wf-form4_164849988077230.xml,1602315
Garfield Mark S.,"SVP, CAO & Corp. Controller",Mar 15,Option Exercise,0.0,2082.0,0.0,3516.0,Mar 16 11:32 AM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000081/xslF345X03/wf-form4_164744474034228.xml,1602315
Garfield Mark S.,"SVP, CAO & Corp. Controller",Mar 02,Option Exercise,0.0,473.0,0.0,1790.0,Mar 02 06:07 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000069/xslF345X03/wf-form4_164626242108136.xml,1602315
Chen Gloria,"EVP, Chief People Officer",Feb 28,Option Exercise,0.0,223.0,0.0,16987.0,Mar 02 06:07 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000068/xslF345X03/wf-form4_164626241643825.xml,1795424
Durn Daniel,EVP & CFO,Feb 15,Option Exercise,0.0,3836.0,0.0,3836.0,Feb 16 04:44 PM,http://www.sec.gov/Archives/edgar/data/796343/000079634322000064/xslF345X03/wf-form4_164504785448599.xml,1610062
